date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:39:34	27266/27266	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Dec%202021%2019:11:04%20GMT	https://www.usspestcon.in/images/client-logo/logo21.jpg	C:/Desktop/htttrack/allthebest/pest%202/www.usspestcon.in/images/client-logo/logo21.jpg	(from https://www.usspestcon.in/clientele.html)
20:39:36	15286/15286	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Dec%202021%2019:11:34%20GMT	https://www.usspestcon.in/images/client-logo/logo23.jpg	C:/Desktop/htttrack/allthebest/pest%202/www.usspestcon.in/images/client-logo/logo23.jpg	(from https://www.usspestcon.in/clientele.html)
20:39:36	16184/16184	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Dec%202021%2019:11:54%20GMT	https://www.usspestcon.in/images/client-logo/logo24.jpg	C:/Desktop/htttrack/allthebest/pest%202/www.usspestcon.in/images/client-logo/logo24.jpg	(from https://www.usspestcon.in/clientele.html)
20:39:37	83/83	---M--	409	error ('Conflict')	text/html	date:Wed,%2022%20Feb%202023%2015:09:35%20GMT	https://www.usspestcon.in/contact.html	C:/Desktop/htttrack/allthebest/pest%202/www.usspestcon.in/contact.html	(from https://www.usspestcon.in/)
20:39:37	10176/10176	---M--	200	added ('OK')	text/css	date:Mon,%2020%20Dec%202021%2013:01:58%20GMT	https://www.usspestcon.in/engine1/style.css	C:/Desktop/htttrack/allthebest/pest%202/www.usspestcon.in/engine1/style.css	(from https://www.usspestcon.in/)
20:39:37	4303/4303	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20May%202022%2009:55:12%20GMT	https://www.usspestcon.in/images/icon/icon-1.jpg	C:/Desktop/htttrack/allthebest/pest%202/www.usspestcon.in/images/icon/icon-1.jpg	(from https://www.usspestcon.in/pest-control-service-kolkata.html)
20:39:38	5183/5183	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20May%202022%2009:55:15%20GMT	https://www.usspestcon.in/images/icon/icon-2.jpg	C:/Desktop/htttrack/allthebest/pest%202/www.usspestcon.in/images/icon/icon-2.jpg	(from https://www.usspestcon.in/pest-control-service-kolkata.html)
20:39:38	4040/4040	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20May%202022%2009:55:19%20GMT	https://www.usspestcon.in/images/icon/icon-3.jpg	C:/Desktop/htttrack/allthebest/pest%202/www.usspestcon.in/images/icon/icon-3.jpg	(from https://www.usspestcon.in/pest-control-service-kolkata.html)
20:39:39	23155/23155	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20May%202022%2013:21:25%20GMT	https://www.usspestcon.in/images/icon/termite.jpg	C:/Desktop/htttrack/allthebest/pest%202/www.usspestcon.in/images/icon/termite.jpg	(from https://www.usspestcon.in/pest-control-service-kolkata.html)
20:39:39	95931/95931	---M--	200	added ('OK')	application/javascript	date:Mon,%2020%20Dec%202021%2016:59:22%20GMT	https://www.usspestcon.in/engine1/jquery.js	C:/Desktop/htttrack/allthebest/pest%202/www.usspestcon.in/engine1/jquery.js	(from https://www.usspestcon.in/)
20:39:39	25318/25318	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20May%202022%2013:21:19%20GMT	https://www.usspestcon.in/images/icon/ultigel.jpg	C:/Desktop/htttrack/allthebest/pest%202/www.usspestcon.in/images/icon/ultigel.jpg	(from https://www.usspestcon.in/pest-control-service-kolkata.html)
20:39:42	59914/59914	---M--	200	added ('OK')	application/javascript	date:Fri,%2023%20Dec%202016%2010:02:48%20GMT	https://www.usspestcon.in/plugins/revolution/js/jquery.themepunch.revolution.min.js	C:/Desktop/htttrack/allthebest/pest%202/www.usspestcon.in/plugins/revolution/js/jquery.themepunch.revolution.min.js	(from https://www.usspestcon.in/)
20:39:42	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20Nov%202021%2022:52:06%20GMT	https://www.usspestcon.in/plugins/fontawesome/fonts/fontawesome-webfontd41d.eot?	C:/Desktop/htttrack/allthebest/pest%202/www.usspestcon.in/plugins/fontawesome/fonts/fontawesome-webfontd41dd41d.eot	(from https://www.usspestcon.in/plugins/fontawesome/css/font-awesome.min.css)
20:39:42	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20Nov%202021%2022:52:06%20GMT	https://www.usspestcon.in/plugins/fontawesome/fonts/fontawesome-webfont3e6e.eot?v=4.7.0	C:/Desktop/htttrack/allthebest/pest%202/www.usspestcon.in/plugins/fontawesome/fonts/fontawesome-webfont3e6e3e6e.eot	(from https://www.usspestcon.in/plugins/fontawesome/css/font-awesome.min.css)
20:40:06	98024/98024	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20Nov%202021%2022:52:08%20GMT	https://www.usspestcon.in/plugins/fontawesome/fonts/fontawesome-webfont3e6e.woff?v=4.7.0	C:/Desktop/htttrack/allthebest/pest%202/www.usspestcon.in/plugins/fontawesome/fonts/fontawesome-webfont3e6e3e6e.woff	(from https://www.usspestcon.in/plugins/fontawesome/css/font-awesome.min.css)
20:40:31	112916/112916	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20Nov%202021%2022:52:08%20GMT	https://www.usspestcon.in/plugins/line-awesome/fonts/line-awesomeeb4f.eot?v=1.1.	C:/Desktop/htttrack/allthebest/pest%202/www.usspestcon.in/plugins/line-awesome/fonts/line-awesomeeb4feb4f.eot	(from https://www.usspestcon.in/plugins/line-awesome/css/line-awesome.min.css)
